Entity,Code,Year,Low-carbon energy (TWh growth - equivalent),Renewables (TWh growth - equivalent),Fossil fuels (TWh growth),Nuclear (TWh growth - equivalent)
Ecuador,ECU,1993,2.4736881,2.4736881,0.77832794,0
Ecuador,ECU,1994,2.2329407,2.2329407,5.8583603,0
Ecuador,ECU,1995,-4.15376,-4.15376,-1.3507614,0
Ecuador,ECU,1996,3.497716,3.497716,9.597588,0
Ecuador,ECU,1997,0.5640812,0.5640812,11.743637,0
Ecuador,ECU,1998,-0.08303642,-0.08303642,0.7058563,0
Ecuador,ECU,1999,1.9830456,1.9830456,-12.596382,0
Ecuador,ECU,2000,1.2848282,1.2848282,-7.3867188,0
Ecuador,ECU,2001,-1.734251,-1.734251,3.0883865,0
Ecuador,ECU,2002,1.1899796,1.1899796,-2.563568,0
Ecuador,ECU,2003,-1.1379585,-1.1379585,3.6360092,0
Ecuador,ECU,2004,0.54418373,0.54418373,6.9043427,0
Ecuador,ECU,2005,-1.3320656,-1.3320656,8.000916,0
Ecuador,ECU,2006,0.71476173,0.71476173,6.246109,0
Ecuador,ECU,2007,5.5051594,5.5051594,1.0617294,0
Ecuador,ECU,2008,6.151409,6.151409,2.8811417,0
Ecuador,ECU,2009,-5.943493,-5.943493,2.4635086,0
Ecuador,ECU,2010,-1.7015858,-1.7015858,17.090683,0
Ecuador,ECU,2011,6.8699837,6.8699837,2.5800934,0
Ecuador,ECU,2012,2.9070797,2.9070797,6.382065,0
Ecuador,ECU,2013,-3.3144398,-3.3144398,8.890152,0
Ecuador,ECU,2014,1.405653,1.405653,7.648361,0
Ecuador,ECU,2015,4.3949966,4.3949966,-4.912033,0
Ecuador,ECU,2016,7.3860435,7.3860435,-8.02832,0
Ecuador,ECU,2017,11.0438385,11.0438385,-3.7913818,0
Ecuador,ECU,2018,1.1375847,1.1375847,10.09845,0
Ecuador,ECU,2019,10.405685,10.405685,-5.391144,0
Ecuador,ECU,2020,-1.1527634,-1.1527634,-27.27726,0
Ecuador,ECU,2021,2.8225403,2.8225403,26.912209,0
Ecuador,ECU,2022,-2.7596283,-2.7596283,9.264709,0
Egypt,EGY,1966,0.27443027,0.27443027,4.5133057,0
Egypt,EGY,1967,0.4181795,0.4181795,-14.29612,0
Egypt,EGY,1968,3.0579395,3.0579395,3.4748306,0
Egypt,EGY,1969,2.9272585,2.9272585,-18.669666,0
Egypt,EGY,1970,2.064763,2.064763,15.991695,0
Egypt,EGY,1971,1.0585175,1.0585175,1.5002365,0
Egypt,EGY,1972,0.33977127,0.33977127,9.959854,0
Egypt,EGY,1973,-0.026137352,-0.026137352,-5.691139,0
Egypt,EGY,1974,2.8488503,2.8488503,10.615738,0
Egypt,EGY,1975,1.9994221,1.9994221,10.25148,0
Egypt,EGY,1976,3.5806637,3.5806637,20.755157,0
Egypt,EGY,1977,3.0579395,3.0579395,9.589455,0
Egypt,EGY,1978,2.639761,2.639761,6.4425964,0
Egypt,EGY,1979,-0.95397377,-0.95397377,16.68187,0
Egypt,EGY,1980,0.57499886,0.57499886,25.005524,0
Egypt,EGY,1981,1.2153339,1.2153339,28.217804,0
Egypt,EGY,1982,0.8232918,0.8232918,27.079971,0
Egypt,EGY,1983,-1.9994221,-1.9994221,23.813248,0
Egypt,EGY,1984,-0.54886055,-0.54886055,26.848755,0
Egypt,EGY,1985,-1.4248924,-1.4248924,13.161987,0
Egypt,EGY,1986,-0.5204296,-0.5204296,7.987549,0
Egypt,EGY,1987,-0.0073928833,-0.0073928833,20.321045,0
Egypt,EGY,1988,-0.41545677,-0.41545677,5.6621094,0
Egypt,EGY,1989,1.9456978,1.9456978,17.645172,0
Egypt,EGY,1990,1.3779564,1.3779564,8.477753,0
Egypt,EGY,1991,-0.109407425,-0.109407425,5.218628,0
Egypt,EGY,1992,-0.34300995,-0.34300995,-3.463623,0
Egypt,EGY,1993,0.86491966,0.86491966,-0.578125,0
Egypt,EGY,1994,1.8791656,1.8791656,18.435547,0
Egypt,EGY,1995,1.3720436,1.3720436,23.221008,0
Egypt,EGY,1996,0.86343765,0.86343765,22.592804,0
Egypt,EGY,1997,0.8486595,0.8486595,18.374847,0
Egypt,EGY,1998,0.98615265,0.98615265,18.8208,0
Egypt,EGY,1999,3.986023,3.986023,32.59546,0
Egypt,EGY,2000,2.3839264,2.3839264,29.260742,0
Egypt,EGY,2001,0.7094879,0.7094879,24.070923,0
Egypt,EGY,2002,-1.4015121,-1.4015121,18.331482,0
Egypt,EGY,2003,-3.113758,-3.113758,38.861572,0
Egypt,EGY,2004,0.07425308,0.07425308,35.987976,0
Egypt,EGY,2005,-0.7627678,-0.7627678,18.125488,0
Egypt,EGY,2006,0.43304062,0.43304062,36.794678,0
Egypt,EGY,2007,3.9766464,3.9766464,43.958435,0
Egypt,EGY,2008,2.959465,2.959465,44.299255,0
Egypt,EGY,2009,-3.6723213,-3.6723213,33.505554,0
Egypt,EGY,2010,-1.4279823,-1.4279823,34.86841,0
Egypt,EGY,2011,0.6959381,0.6959381,42.271423,0
Egypt,EGY,2012,0.13352203,0.13352203,37.002808,0
Egypt,EGY,2013,-0.32567215,-0.32567215,-6.7456665,0
Egypt,EGY,2014,-0.46929932,-0.46929932,-11.788086,0
Egypt,EGY,2015,2.0924911,2.0924911,13.74115,0
Egypt,EGY,2016,0.30726624,0.30726624,53.555115,0
Egypt,EGY,2017,-1.1213036,-1.1213036,41.44098,0
Egypt,EGY,2018,2.3086815,2.3086815,-1.059021,0
Egypt,EGY,2019,10.60545,10.60545,-30.068481,0
Egypt,EGY,2020,10.411663,10.411663,-74.36603,0
Egypt,EGY,2021,0.16590881,0.16590881,69.29065,0
Egypt,EGY,2022,-2.2633743,-2.2633743,54.540405,0
Equatorial Guinea,GNQ,1981,,,,0
Equatorial Guinea,GNQ,1982,,,,0
Equatorial Guinea,GNQ,1983,,,,0
Equatorial Guinea,GNQ,1984,,,,0
Equatorial Guinea,GNQ,1985,,,,0
Equatorial Guinea,GNQ,1986,,,,0
Equatorial Guinea,GNQ,1987,,,,0
Equatorial Guinea,GNQ,1988,,,,0
Equatorial Guinea,GNQ,1989,,,,0
Equatorial Guinea,GNQ,1990,,,,0
Equatorial Guinea,GNQ,1991,,,,0
Equatorial Guinea,GNQ,1992,,,,0
Equatorial Guinea,GNQ,1993,,,,0
Equatorial Guinea,GNQ,1994,,,,0
Equatorial Guinea,GNQ,1995,,,,0
Equatorial Guinea,GNQ,1996,,,,0
Equatorial Guinea,GNQ,1997,,,,0
Equatorial Guinea,GNQ,1998,,,,0
Equatorial Guinea,GNQ,1999,,,,0
Equatorial Guinea,GNQ,2000,,,,0
Equatorial Guinea,GNQ,2001,,,,0
Equatorial Guinea,GNQ,2002,,,,0
Equatorial Guinea,GNQ,2003,,,,0
Equatorial Guinea,GNQ,2004,,,,0
Equatorial Guinea,GNQ,2005,,,,0
Equatorial Guinea,GNQ,2006,,,,0
Equatorial Guinea,GNQ,2007,,,,0
Equatorial Guinea,GNQ,2008,,,,0
Equatorial Guinea,GNQ,2009,,,,0
Equatorial Guinea,GNQ,2010,,,,0
Equatorial Guinea,GNQ,2011,,,,0
Equatorial Guinea,GNQ,2012,,,,0
Equatorial Guinea,GNQ,2013,,,,0
Equatorial Guinea,GNQ,2014,,,,0
Equatorial Guinea,GNQ,2015,,,,0
Equatorial Guinea,GNQ,2016,,,,0
Equatorial Guinea,GNQ,2017,,,,0
Equatorial Guinea,GNQ,2018,,,,0
Equatorial Guinea,GNQ,2019,,,,0
Equatorial Guinea,GNQ,2020,,,,0
Equatorial Guinea,GNQ,2021,,,,0
Equatorial Guinea,GNQ,2022,,,,0
Estonia,EST,1986,0,0,-0.5697632,0
Estonia,EST,1987,0,0,1.783493,0
Estonia,EST,1988,0,0,-2.0334778,0
Estonia,EST,1989,0,0,3.592186,0
Estonia,EST,1990,0,0,6.3454514,0
Estonia,EST,1991,0,0,-10.838417,0
Estonia,EST,1992,0,0,-35.344093,0
Estonia,EST,1993,0,0,-13.801071,0
Estonia,EST,1994,0,0,0.9518814,0
Estonia,EST,1995,0.019153222,0.019153222,-6.392227,0
Estonia,EST,1996,-0.0031921957,-0.0031921957,3.8499985,0
Estonia,EST,1997,0.009576611,0.009576611,-0.99456024,0
Estonia,EST,1998,0.012768751,0.012768751,-6.7091904,0
Estonia,EST,1999,0.015020166,0.015020166,-4.6091766,0
Estonia,EST,2000,0.1370295,0.1370295,1.612957,0
Estonia,EST,2001,-0.0983878,-0.0983878,2.4542236,0
Estonia,EST,2002,0.014653027,0.014653027,-0.25157166,0
Estonia,EST,2003,0.031188361,0.031188361,5.1870346,0
Estonia,EST,2004,0.047598153,0.047598153,1.2303848,0
Estonia,EST,2005,0.13758358,0.13758358,0.22650528,0
Estonia,EST,2006,0.06644082,0.06644082,-0.85139465,0
Estonia,EST,2007,0.050815552,0.050815552,10.023247,0
Estonia,EST,2008,0.18071893,0.18071893,-6.082016,0
Estonia,EST,2009,1.0354561,1.0354561,-10.172131,0
Estonia,EST,2010,1.6450077,1.6450077,12.786358,0
Estonia,EST,2011,0.34860802,0.34860802,-0.533905,0
Estonia,EST,2012,0.89600873,0.89600873,-0.3766327,0
Estonia,EST,2013,-0.7690327,-0.7690327,4.7488937,0
Estonia,EST,2014,0.54137444,0.54137444,-3.8462753,0
Estonia,EST,2015,0.41649103,0.41649103,-5.954258,0
Estonia,EST,2016,0.028275013,0.028275013,2.1148186,0
Estonia,EST,2017,0.8360405,0.8360405,6.885475,0
Estonia,EST,2018,0.6561165,0.6561165,-1.2663422,0
Estonia,EST,2019,0.4512949,0.4512949,-15.562866,0
Estonia,EST,2020,2.2424574,2.2424574,-6.219269,0
Estonia,EST,2021,0.1982565,0.1982565,2.6414795,0
Estonia,EST,2022,0.26642513,0.26642513,-0.22368622,0
Europe,,1966,117.73193,99.80652,684.62695,17.925415
Europe,,1967,3.1463623,-8.978394,743.62695,12.124794
Europe,,1968,93.45459,79.78491,1056.3867,13.669617
Europe,,1969,40.03125,17.925903,1318.5547,22.105362
Europe,,1970,90.49133,78.529175,1315.2402,11.962158
Europe,,1971,37.765625,17.043823,811.5039,20.72174
Europe,,1972,90.46069,30.61206,1152.3809,59.848633
Europe,,1973,50.215942,18.033325,1409.9492,32.18268
Europe,,1974,173.41663,116.236206,141.69922,57.18042
Europe,,1975,103.77283,0.39074707,226.0957,103.38205
Europe,,1976,13.095581,-69.13013,1404.9121,82.22571
Europe,,1977,377.2019,268.74878,452.9004,108.45328
Europe,,1978,125.57861,64.4729,1121.4727,61.10547
Europe,,1979,154.65161,75.11145,957.125,79.540344
Europe,,1980,129.9668,-7.328003,-359.32812,137.29468
Europe,,1981,294.94238,21.40918,-523.01953,273.53326
Europe,,1982,75.01001,-55.059326,-126.759766,130.06934
Europe,,1983,278.3828,67.012695,188.81445,211.37
Europe,,1984,488.56128,76.8324,544.88477,411.729
Europe,,1985,278.51245,-69.31775,-1370.8594,347.83032
Europe,,1986,107.14307,-32.522095,482.26953,139.6648
Europe,,1987,243.22656,102.56848,519.69336,140.6582
Europe,,1988,327.88672,79.855835,76.12305,248.031
Europe,,1989,-66.16211,-185.68091,-1.34375,119.518555
Europe,,1990,20.830078,50.034912,29.480469,-29.20459
Europe,,1991,108.71582,37.6532,-566.47266,71.0625
Europe,,1992,74.362305,57.150513,-1348.5234,17.21167
Europe,,1993,156.22705,53.979736,-1325.1445,102.24756
Europe,,1994,-43.21582,41.716064,-1260.375,-84.931885
Europe,,1995,95.186035,19.922363,-163.93164,75.26343
Europe,,1996,58.28369,-124.49243,169.3711,182.77637
Europe,,1997,121.73193,94.02588,-627.61914,27.706299
Europe,,1998,58.483887,96.50098,102.19531,-38.017334
Europe,,1999,126.60205,56.53589,-166.39453,70.06592
Europe,,2000,166.75098,117.87793,197.54492,48.873047
Europe,,2001,133.91504,44.55664,320.51172,89.35889
Europe,,2002,-138.2539,-166.9209,-64.578125,28.666748
Europe,,2003,-55.63965,-83.65234,593.25195,28.01294
Europe,,2004,226.19043,214.65161,187.6914,11.538574
Europe,,2005,37.942383,81.39307,51.820312,-43.45044
Europe,,2006,28.483398,36.942383,433.39844,-8.458984
Europe,,2007,-8.163086,145.39893,-249.88281,-153.56226
Europe,,2008,142.38477,156.61353,-228,-14.229004
Europe,,2009,-51.694336,102.352295,-1871.5352,-154.04639
Europe,,2010,305.11865,233.20337,874.7168,71.91528
Europe,,2011,-94.16943,-60.44287,-306.06445,-33.726807
Europe,,2012,254.85547,329.8191,-314.23633,-74.96362
Europe,,2013,198.71631,261.6338,-544.8457,-62.917236
Europe,,2014,104.510254,85.04053,-1020.07227,19.469727
Europe,,2015,39.876953,83.13745,-111.2832,-43.260254
Europe,,2016,6.5927734,88.47754,386.96484,-81.885254
Europe,,2017,23.73584,39.666504,197.67773,-15.93042
Europe,,2018,238.38672,251.93188,122.115234,-13.545166
Europe,,2019,64.944336,79.87158,-548.66797,-14.927246
Europe,,2020,132.98193,369.0747,-2007.4648,-236.09253
Europe,,2021,214.34131,70.157715,1382.6465,144.18335
Europe,,2022,-422.71045,-60.684082,-1200.0059,-362.02637
Europe (EI),,1966,86.975525,69.62695,289.5254,17.348568
Europe (EI),,1967,12.515381,0.9298706,363.11523,11.585571
Europe (EI),,1968,47.58142,36.407288,830.9043,11.174133
Europe (EI),,1969,6.4660645,-14.222351,1009.5293,20.688324
Europe (EI),,1970,59.89734,50.07965,918.9883,9.817802
Europe (EI),,1971,28.577148,10.689453,403.95898,17.887695
Europe (EI),,1972,89.10596,41.87268,698.34766,47.23326
Europe (EI),,1973,37.444702,17.965088,953.66016,19.479553
Europe (EI),,1974,126.744995,89.85449,-372.15625,36.89052
Europe (EI),,1975,108.914795,25.835205,-286.7793,83.07962
Europe (EI),,1976,-35.671875,-90.83606,1042.2852,55.164124
Europe (EI),,1977,308.07434,236.16296,19.832031,71.91141
Europe (EI),,1978,56.426147,-0.61621094,675.52734,57.04242
Europe (EI),,1979,130.33008,71.09216,613.55664,59.237915
Europe (EI),,1980,57.24536,-39.45691,-570.4824,96.70233
Europe (EI),,1981,252.95435,16.777954,-764.96094,236.17627
Europe (EI),,1982,77.56909,-15.143188,-443.83203,92.71234
Europe (EI),,1983,221.60791,41.851562,-40.23633,179.75616
Europe (EI),,1984,335.93652,16.15149,172.1289,319.78503
Europe (EI),,1985,528.46436,54.41797,3364.8809,474.04663
Europe (EI),,1986,76.369385,-46.54187,320.54102,122.91113
Europe (EI),,1987,213.26782,127.88635,283.5918,85.38135
Europe (EI),,1988,334.52002,115.180664,-64.93945,219.33936
Europe (EI),,1989,-99.52051,-214.71252,0.21679688,115.19214
Europe (EI),,1990,66.14258,44.23401,205.96875,21.908691
Europe (EI),,1991,99.07715,32.72119,-406.58398,66.35571
Europe (EI),,1992,73.56201,55.33496,-884.3711,18.22705
Europe (EI),,1993,174.35059,70.85474,-577.3613,103.49585
Europe (EI),,1994,2.604004,26.909546,-490.91602,-24.30542
Europe (EI),,1995,104.57666,34.170532,369.8047,70.406006
Europe (EI),,1996,110.69092,-45.145752,463.89453,155.83691
Europe (EI),,1997,112.40234,83.198,-183.38086,29.204346
Europe (EI),,1998,75.86572,100.32239,124.30664,-24.456787
Europe (EI),,1999,46.571777,28.020996,-189.8789,18.550781
Europe (EI),,2000,119.87451,96.08801,164.29297,23.786377
Europe (EI),,2001,72.38135,-1.8514404,195.92188,74.232666
Europe (EI),,2002,-83.95264,-101.96277,-23.634766,18.010254
Europe (EI),,2003,-52.023438,-58.33081,492.2246,6.307617
Europe (EI),,2004,219.74805,189.96228,162.50781,29.785645
Europe (EI),,2005,19.784668,73.72363,103.06836,-53.93921
Europe (EI),,2006,26.135742,51.0979,193.79688,-24.961914
Europe (EI),,2007,-46.506836,114.2124,-177.04492,-160.71948
Europe (EI),,2008,168.02979,187.72217,-289.83203,-19.692139
Europe (EI),,2009,-64.32617,88.34204,-1434.4473,-152.66821
Europe (EI),,2010,361.812,305.4043,567.50195,56.407715
Europe (EI),,2011,-80.06836,-42.4209,-494.55273,-37.64746
Europe (EI),,2012,266.50977,350.7827,-314.83203,-84.27295
Europe (EI),,2013,182.56445,229.5232,-412.6543,-46.958984
Europe (EI),,2014,60.09668,59.37085,-957.70703,0.7258301
Europe (EI),,2015,103.80762,182.29126,124.28516,-78.4834
Europe (EI),,2016,-17.299805,64.53589,323.4121,-81.83569
Europe (EI),,2017,0.9584961,30.585205,266.61523,-29.626709
Europe (EI),,2018,252.99854,267.16626,-241.77734,-14.16748
Europe (EI),,2019,136.41309,160.5669,-491.375,-24.153809
Europe (EI),,2020,53.615723,306.0791,-1634.0703,-252.46362
Europe (EI),,2021,151.99023,35.742188,886.81445,116.24805
Europe (EI),,2022,-331.90576,28.574707,-548.73145,-360.48047
European Union (27),,1966,61.464966,58.536682,261.7754,2.9283152
European Union (27),,1967,-20.441528,-23.3443,359.49707,2.9027767
European Union (27),,1968,17.457275,14.548767,700.8174,2.908455
European Union (27),,1969,-0.018066406,-10.860168,894.7578,10.842142
European Union (27),,1970,56.85724,41.69922,801.82715,15.158005
European Union (27),,1971,10.569702,-4.0236206,389.18848,14.593342
European Union (27),,1972,69.02612,33.93457,634.63184,35.09155
European Union (27),,1973,14.216858,-2.1726074,763.9883,16.38948
European Union (27),,1974,77.64227,58.846558,-219.4834,18.7957
European Union (27),,1975,97.45038,7.0358276,-171.66309,90.414566
European Union (27),,1976,-61.564148,-99.71741,954.13086,38.15323
European Union (27),,1977,287.5218,227.07672,-60.251953,60.445038
European Union (27),,1978,41.73169,-22.44983,586.208,64.18161
European Union (27),,1979,89.73584,43.249695,490.49316,46.486115
European Union (27),,1980,48.65735,-44.48114,-328.20898,93.13846
European Union (27),,1981,217.42358,-12.4505005,-684.47363,229.87408
European Union (27),,1982,52.735107,-17.14093,-425.14844,69.87604
European Union (27),,1983,175.36902,18.074463,-104.73633,157.2945
European Union (27),,1984,312.66846,13.55481,158.57422,299.1137
European Union (27),,1985,312.87476,20.47705,504.34668,292.39783
European Union (27),,1986,111.70117,-47.032715,130.52539,158.73364
European Union (27),,1987,154.69165,82.84607,199.30371,71.8457
European Union (27),,1988,191.3772,54.961792,-45.507812,136.41553
European Union (27),,1989,-72.562256,-178.13654,118.74219,105.5741
European Union (27),,1990,73.94141,51.420715,-154.55176,22.520752
European Union (27),,1991,98.88452,41.23474,-177.7041,57.649902
European Union (27),,1992,44.398926,41.422302,-376.4746,2.9765625
European Union (27),,1993,95.1167,31.181946,-226.44434,63.934814
European Union (27),,1994,27.162598,33.135498,-89.049805,-5.9729004
European Union (27),,1995,69.34131,7.123291,347.6709,62.218018
European Union (27),,1996,112.251465,-1.005249,417.1914,113.25659
European Union (27),,1997,69.84546,50.84546,-138.93066,19
European Union (27),,1998,34.50659,52.05066,148.05078,-17.54419
European Union (27),,1999,47.657227,5.2250977,-130.63477,42.432373
European Union (27),,2000,106.39111,73.259766,28.091797,33.131104
European Union (27),,2001,140.14209,74.329834,219.97852,65.812256
European Union (27),,2002,-111.42676,-132.95435,-13.3515625,21.527588
European Union (27),,2003,8.924805,11.692505,349.0547,-2.7675781
European Union (27),,2004,168.854,125.62488,93.65332,43.229248
European Union (27),,2005,-36.615234,13.276978,41.487305,-49.892334
European Union (27),,2006,63.37036,84.29883,82.319336,-20.928467
European Union (27),,2007,-31.808838,98.477905,-201.30371,-130.28687
European Union (27),,2008,164.85254,145.14233,-236.39258,19.71045
European Union (27),,2009,-80.71387,95.07178,-1033.8291,-175.78564
European Union (27),,2010,310.85938,246.99341,403.99707,63.865723
European Union (27),,2011,-80.63574,-23.87732,-466.4756,-56.758057
European Union (27),,2012,159.35986,240.73926,-339.2256,-81.37964
European Union (27),,2013,155.26123,183.12573,-296.94434,-27.864502
European Union (27),,2014,85.11914,81.31201,-688.07715,3.807373
European Union (27),,2015,-28.28125,50.868896,251.64941,-79.15027
European Union (27),,2016,-31.056152,29.373291,217.47754,-60.429565
European Union (27),,2017,-22.314941,10.969727,267.88672,-33.284424
European Union (27),,2018,173.34277,178.3711,-190.79199,-5.0284424
European Union (27),,2019,83.77832,82.50415,-368.5039,1.274292
European Union (27),,2020,8.151367,221.29492,-1288.3545,-213.14368
European Union (27),,2021,162.42139,47.72827,679.39355,114.69287
European Union (27),,2022,-294.63818,20.092773,-288.6963,-314.73083
Finland,FIN,1966,3.037634,3.037634,,0
Finland,FIN,1967,3.6917534,3.6917534,,0
Finland,FIN,1968,-3.37216,-3.37216,,0
Finland,FIN,1969,-5.1553154,-5.1553154,,0
Finland,FIN,1970,2.302866,2.302866,,0
Finland,FIN,1971,3.4199505,3.4199505,,0
Finland,FIN,1972,-0.8900833,-0.8900833,,0
Finland,FIN,1973,0.59139824,0.59139824,,0
Finland,FIN,1974,6.2783737,6.2783737,,0
Finland,FIN,1975,-1.4605713,-1.4605713,4.772537,0
Finland,FIN,1976,-8.064516,-8.064516,20.853088,0
Finland,FIN,1977,15.480883,7.9838696,-2.5786438,7.497013
Finland,FIN,1978,-5.3464737,-7.0459957,14.325562,1.699522
Finland,FIN,1979,12.968933,3.169054,6.9561615,9.799881
Finland,FIN,1980,-1.140976,-1.9324951,-0.042556763,0.79151535
Finland,FIN,1981,31.699524,10.164276,-29.131927,21.535246
Finland,FIN,1982,4.274185,-1.6726379,-7.611023,5.9468307
Finland,FIN,1983,4.1158905,1.4545975,-6.642929,2.661293
Finland,FIN,1984,2.2461243,-0.98566437,8.727463,3.231781
Finland,FIN,1985,-2.1595001,-2.700119,15.560577,0.5406189
Finland,FIN,1986,0.21804047,0.16427994,3.0674438,0.053764343
Finland,FIN,1987,5.7586594,4.1577034,9.514557,1.600956
Finland,FIN,1988,-1.541214,-1.2813606,-0.4499817,-0.25985718
Finland,FIN,1989,-2.2879333,-0.98267746,3.592926,-1.3052559
Finland,FIN,1990,10.772202,10.039833,8.863068,0.7323761
Finland,FIN,1991,7.249527,6.4124565,0.25946045,0.83706665
Finland,FIN,1992,4.7853394,5.4975586,-5.8681183,-0.7122154
Finland,FIN,1993,0.2965088,-1.5989571,2.5391846,1.895462
Finland,FIN,1994,-4.7884064,-3.366806,21.333359,-1.4215965
Finland,FIN,1995,3.234909,3.8336258,-19.563263,-0.59871674
Finland,FIN,1996,-4.7062073,-5.443962,19.457565,0.7377548
Finland,FIN,1997,11.562378,7.5387726,-6.6603546,4.0235977
Finland,FIN,1998,15.648499,12.92733,-3.7848969,2.7211761
Finland,FIN,1999,-6.553665,-9.734512,-0.54151917,3.180851
Finland,FIN,2000,5.121933,6.526497,-3.1613464,-1.4045677
Finland,FIN,2001,-5.3380585,-5.752678,13.121902,0.41462326
Finland,FIN,2002,-6.815445,-5.062439,8.689896,-1.7530136
Finland,FIN,2003,-1.4579697,-2.271038,27.617584,0.8130684
Finland,FIN,2004,18.635735,19.080143,-20.309479,-0.4444046
Finland,FIN,2005,-5.700485,-6.8279114,-30.005829,1.1274223
Finland,FIN,2006,-4.042694,-2.6439438,30.007294,-1.3987579
Finland,FIN,2007,5.751648,4.739746,-7.071472,1.0119171
Finland,FIN,2008,8.827667,10.476288,-22.524551,-1.6486359
Finland,FIN,2009,-16.22023,-17.360245,-10.98761,1.1400261
Finland,FIN,2010,5.3103333,7.6307755,24.692596,-2.3204422
Finland,FIN,2011,1.1997223,0.54553986,-22.56746,0.65418243
Finland,FIN,2012,10.857788,11.75602,-20.32193,-0.8982353
Finland,FIN,2013,-6.404007,-7.658531,7.7457733,1.2545204
Finland,FIN,2014,3.6438904,4.0811615,-15.6214905,-0.43727112
Finland,FIN,2015,9.825104,11.055679,-10.754669,-1.2305717
Finland,FIN,2016,-4.233078,-3.7697449,9.42308,-0.46333313
Finland,FIN,2017,2.716568,4.921219,-9.584,-2.2046509
Finland,FIN,2018,2.2953186,1.8287277,4.3297424,0.46659088
Finland,FIN,2019,2.4714508,-0.03943634,-9.330078,2.5108795
Finland,FIN,2020,6.621109,8.3020935,-20.43219,-1.6809769
Finland,FIN,2021,10.475754,9.919731,-3.857071,0.55602646
Finland,FIN,2022,15.55838,11.6640625,-8.631882,3.8943138
France,FRA,1966,18.411041,16.99797,13.249756,1.4130826
France,FRA,1967,-17.579956,-19.512314,103.43823,1.9323475
France,FRA,1968,18.805603,15.942551,60.57727,2.8630528
France,FRA,1969,9.361496,7.900177,144.37207,1.4613199
France,FRA,1970,18.015366,12.025375,124.91016,5.989994
France,FRA,1971,-12.802719,-23.068848,84.37793,10.266129
France,FRA,1972,15.250137,0.31913757,114.04822,14.931004
France,FRA,1973,-2.7913818,-3.2453918,174.64648,0.45400238
France,FRA,1974,25.204758,25.321106,-64.15039,-0.11633682
France,FRA,1975,20.990799,10.95166,-144.76636,10.039127
France,FRA,1976,-41.406998,-34.39833,171.18079,-7.008663
France,FRA,1977,88.351715,82.21417,-59.83911,6.1375427
France,FRA,1978,12.093079,-23.407074,85.08765,35.500145
France,FRA,1979,21.449951,-5.529129,45.5,26.979103
France,FRA,1980,69.56122,9.147705,-98.022095,60.413513
France,FRA,1981,133.02142,7.9579315,-155.34827,125.06349
France,FRA,1982,5.5162964,-4.6789093,-89.84241,10.19519
France,FRA,1983,97.03668,-3.2467346,-42.293457,100.28345
France,FRA,1984,122.392334,-10.894272,-46.45056,133.28659
France,FRA,1985,82.193054,-11.064713,-6.869995,93.25775
France,FRA,1986,86.99213,1.7106171,-27.149048,85.281494
France,FRA,1987,56.22888,23.98053,-10.637451,32.248352
France,FRA,1988,46.263184,17.885208,-12.712158,28.37799
France,FRA,1989,-7.538086,-88.15193,39.931885,80.61383
France,FRA,1990,50.406006,21.6053,29.532104,28.80072
France,FRA,1991,60.624023,11.651276,106.685425,48.972717
France,FRA,1992,53.913086,33.752655,-30.236206,20.160522
France,FRA,1993,72.17285,-12.223419,-71.64343,84.39618
France,FRA,1994,19.13501,42.42244,-54.33374,-23.287415
France,FRA,1995,33.360107,-15.58699,33.44397,48.947083
France,FRA,1996,37.315918,-19.743652,69.71118,57.05957
France,FRA,1997,-10.391724,-5.1225586,-30.200806,-5.269165
France,FRA,1998,-26.727783,-5.4661255,94.24719,-21.261597
France,FRA,1999,49.379272,31.633377,3.9005127,17.74585
France,FRA,2000,42.223755,-17.131317,-3.1224365,59.355103
France,FRA,2001,32.378174,23.355545,5.73291,9.022583
France,FRA,2002,-4.4051514,-40.676056,-27.906128,36.270996
France,FRA,2003,-0.5806885,-4.73349,32.635498,4.15271
France,FRA,2004,13.807495,1.796463,11.996826,12.011108
France,FRA,2005,-18.990356,-20.179993,0.42260742,1.1895752
France,FRA,2006,6.088257,17.544525,-31.35791,-11.456299
France,FRA,2007,-18.784058,17.283295,-35.995117,-36.06726
France,FRA,2008,23.08142,31.255264,-13.519287,-8.17395
France,FRA,2009,-97.90088,-10.964264,-74.03955,-86.93652
France,FRA,2010,65.463135,22.166885,22.297974,43.296265
France,FRA,2011,-8.6345215,-38.38304,-106.78772,29.748535
France,FRA,2012,1.7373047,53.516174,-2.874878,-51.77893
France,FRA,2013,26.511475,37.756256,0.7418213,-11.244751
France,FRA,2014,13.383789,-13.241882,-136.06873,26.62561
France,FRA,2015,-10.449707,-6.1474,27.8396,-4.302246
France,FRA,2016,-77.48157,17.145569,29.34143,-94.6272
France,FRA,2017,-35.330444,-16.88675,15.017456,-18.443604
France,FRA,2018,84.06714,52.993286,-33.31897,31.07373
France,FRA,2019,-39.693848,-0.5923767,-19.89917,-39.10144
France,FRA,2020,-90.301025,27.264954,-181.20386,-117.56592
France,FRA,2021,55.30493,-5.531952,101.595215,60.836914
France,FRA,2022,-228.8927,-13.691467,-52.43164,-215.2013
Gabon,GAB,1966,,,,0
Gabon,GAB,1967,,,,0
Gabon,GAB,1968,,,,0
Gabon,GAB,1969,,,,0
Gabon,GAB,1970,,,,0
Gabon,GAB,1971,,,,0
