Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent)
Ecuador,ECU,2017,8336.895,0,3321.3032
Ecuador,ECU,2018,8774.213,0,3325.946
Ecuador,ECU,2019,8297.401,0,3863.001
Ecuador,ECU,2020,6631.0425,0,3743.683
Ecuador,ECU,2021,8065.236,0,3858.2812
Ecuador,ECU,2022,8488.841,0,3661.4097
Ecuador,ECU,1965,,0,137.95038
Ecuador,ECU,1966,,0,153.34389
Ecuador,ECU,1967,,0,164.08981
Ecuador,ECU,1968,,0,166.4862
Ecuador,ECU,1969,,0,179.47908
Ecuador,ECU,1970,,0,194.02756
Ecuador,ECU,1971,,0,204.86296
Ecuador,ECU,1972,,0,201.39793
Ecuador,ECU,1973,,0,191.39938
Ecuador,ECU,1974,,0,213.92952
Ecuador,ECU,1975,,0,261.33463
Ecuador,ECU,1976,,0,244.9195
Ecuador,ECU,1977,,0,219.80455
Ecuador,ECU,1978,,0,303.2624
Ecuador,ECU,1979,,0,264.6269
Ecuador,ECU,1980,,0,316.92996
Ecuador,ECU,1981,,0,275.78152
Ecuador,ECU,1982,,0,308.71613
Ecuador,ECU,1983,,0,578.5639
Ecuador,ECU,1984,,0,1059.5112
Ecuador,ECU,1985,,0,1047.7246
Ecuador,ECU,1986,,0,1250.0864
Ecuador,ECU,1987,,0,1388.9313
Ecuador,ECU,1988,,0,1431.3671
Ecuador,ECU,1989,,0,1434.7357
Egypt,EGY,1965,2808.4556,0,166.22182
Egypt,EGY,1966,2880.6257,0,170.72438
Egypt,EGY,1967,2368.8135,0,179.43834
Egypt,EGY,1968,2416.6606,0,267.22934
Egypt,EGY,1969,1811.2345,0,347.11508
Egypt,EGY,1970,2230.0723,0,398.63367
Egypt,EGY,1971,2223.7217,0,419.7267
Egypt,EGY,1972,2450.442,0,420.12766
Egypt,EGY,1973,2244.9773,0,410.48236
Egypt,EGY,1974,2476.934,0,476.82825
Egypt,EGY,1975,2687.323,0,517.9986
Egypt,EGY,1976,3151.5928,0,596.89594
Egypt,EGY,1977,3315.818,0,658.6013
Egypt,EGY,1978,3391.0803,0,706.2634
Egypt,EGY,1979,3698.3936,0,666.39575
Egypt,EGY,1980,4175.615,0,662.5382
Egypt,EGY,1981,4697.0366,0,672.6216
Egypt,EGY,1982,5163.4165,0,673.1312
Egypt,EGY,1983,5528.36,0,612.92584
Egypt,EGY,1984,5929.704,0,584.994
Egypt,EGY,1985,6031.654,0,540.62317
Egypt,EGY,1986,6024.1235,0,515.9059
Egypt,EGY,1987,6247.1475,0,501.93137
Egypt,EGY,1988,6183.779,0,480.8104
Egypt,EGY,1989,6337.4766,0,503.04904
Egypt,EGY,1990,6325.1743,0,514.39484
Egypt,EGY,1991,6263.516,0,500.2728
Egypt,EGY,1992,6061.888,0,483.0623
Egypt,EGY,1993,5914.8965,0,486.19
Egypt,EGY,1994,6077.2573,0,505.331
Egypt,EGY,1995,6307.3936,0,515.7584
Egypt,EGY,1996,6517.4634,0,517.92816
Egypt,EGY,1997,6652.7656,0,519.5519
Egypt,EGY,1998,6786.5815,0,522.93585
Egypt,EGY,1999,7110.927,0,569.01874
Egypt,EGY,2000,7375.0947,0,590.7526
Egypt,EGY,2001,7555.3794,0,588.4668
Egypt,EGY,2002,7645.44,0,557.44995
Egypt,EGY,2003,7999.052,0,504.94156
Egypt,EGY,2004,8302.405,0,495.74423
Egypt,EGY,2005,8368.58,0,476.36267
Egypt,EGY,2006,8663.595,0,472.55023
Egypt,EGY,2007,9030.8,0,511.7836
Egypt,EGY,2008,9384.012,0,537.1554
Egypt,EGY,2009,9594.103,0,483.79932
Egypt,EGY,2010,9801.154,0,457.72226
Egypt,EGY,2011,10061.045,0,455.53012
Egypt,EGY,2012,10241.612,0,446.80692
Egypt,EGY,2013,9934.931,0,433.09137
Egypt,EGY,2014,9581.468,0,418.14926
Egypt,EGY,2015,9513.098,0,430.44128
Egypt,EGY,2016,9853.392,0,424.63327
Egypt,EGY,2017,10066.395,0,405.25165
Egypt,EGY,2018,9866.835,0,419.88312
Egypt,EGY,2019,9406.714,0,512.8302
Egypt,EGY,2020,8553.087,0,600.90295
Egypt,EGY,2021,9046.581,0,592.5382
Egypt,EGY,2022,9397.142,0,562.9209
Equatorial Guinea,GNQ,1980,,0,
Equatorial Guinea,GNQ,1981,,0,
Equatorial Guinea,GNQ,1982,,0,
Equatorial Guinea,GNQ,1983,,0,
Equatorial Guinea,GNQ,1984,,0,
Equatorial Guinea,GNQ,1985,,0,
Equatorial Guinea,GNQ,1986,,0,
Equatorial Guinea,GNQ,1987,,0,
Equatorial Guinea,GNQ,1988,,0,
Equatorial Guinea,GNQ,1989,,0,
Equatorial Guinea,GNQ,1990,,0,
Equatorial Guinea,GNQ,1991,,0,
Equatorial Guinea,GNQ,1992,,0,
Equatorial Guinea,GNQ,1993,,0,
Equatorial Guinea,GNQ,1994,,0,
Equatorial Guinea,GNQ,1995,,0,
Equatorial Guinea,GNQ,1996,,0,
Equatorial Guinea,GNQ,1997,,0,
Equatorial Guinea,GNQ,1998,,0,
Equatorial Guinea,GNQ,1999,,0,
Equatorial Guinea,GNQ,2000,,0,
Equatorial Guinea,GNQ,2001,,0,
Equatorial Guinea,GNQ,2002,,0,
Equatorial Guinea,GNQ,2003,,0,
Equatorial Guinea,GNQ,2004,,0,
Equatorial Guinea,GNQ,2005,,0,
Equatorial Guinea,GNQ,2006,,0,
Equatorial Guinea,GNQ,2007,,0,
Equatorial Guinea,GNQ,2008,,0,
Equatorial Guinea,GNQ,2009,,0,
Equatorial Guinea,GNQ,2010,,0,
Equatorial Guinea,GNQ,2011,,0,
Equatorial Guinea,GNQ,2012,,0,
Equatorial Guinea,GNQ,2013,,0,
Equatorial Guinea,GNQ,2014,,0,
Equatorial Guinea,GNQ,2015,,0,
Equatorial Guinea,GNQ,2016,,0,
Equatorial Guinea,GNQ,2017,,0,
Equatorial Guinea,GNQ,2018,,0,
Equatorial Guinea,GNQ,2019,,0,
Equatorial Guinea,GNQ,2020,,0,
Equatorial Guinea,GNQ,2021,,0,
Equatorial Guinea,GNQ,2022,,0,
Estonia,EST,1985,77633.625,0,0
Estonia,EST,1986,76745.1,0,0
Estonia,EST,1987,77318.375,0,0
Estonia,EST,1988,75425.12,0,0
Estonia,EST,1989,77309.28,0,0
Estonia,EST,1990,81220.125,0,0
Estonia,EST,1991,74559.61,0,0
Estonia,EST,1992,52836.1,0,0
Estonia,EST,1993,44924.79,0,0
Estonia,EST,1994,46444,0,0
Estonia,EST,1995,42777.78,0,13.183869
Estonia,EST,1996,46001.223,0,11.125225
Estonia,EST,1997,45728.05,0,17.96539
Estonia,EST,1998,41308.707,0,27.145493
Estonia,EST,1999,38250,0,37.99557
Estonia,EST,2000,39585.766,0,136.2722
Estonia,EST,2001,41607.227,0,66.259544
Estonia,EST,2002,41689.055,0,77.304306
Estonia,EST,2003,45734.285,0,100.54232
Estonia,EST,2004,46911.7,0,136.08022
Estonia,EST,2005,47349.848,0,238.42897
Estonia,EST,2006,46997.305,0,289.1728
Estonia,EST,2007,54689.203,0,328.40192
Estonia,EST,2008,50285.984,0,464.44327
Estonia,EST,2009,42756.426,0,1241.178
Estonia,EST,2010,52456.184,0,2479.417
Estonia,EST,2011,52215.996,0,2749.6929
Estonia,EST,2012,52118.883,0,3436.9917
Estonia,EST,2013,55907.77,0,2865.7493
Estonia,EST,2014,53128.703,0,3285.1177
Estonia,EST,2015,48594.438,0,3601.606
Estonia,EST,2016,50154.633,0,3619.6167
Estonia,EST,2017,55318.86,0,4249.7026
Estonia,EST,2018,54168.766,0,4731.181
Estonia,EST,2019,42241.527,0,5053.813
Estonia,EST,2020,37486.87,0,6731.4087
Estonia,EST,2021,39495.902,0,6884.393
Estonia,EST,2022,39405.848,0,7099.013
Europe,,1965,28415.236,96.258606,1789.7991
Europe,,1966,29263.027,123.51952,1931.783
Europe,,1967,30196.041,141.39503,1903.3108
Europe,,1968,31613.826,161.46959,2013.0061
Europe,,1969,33431.824,194.2802,2027.703
Europe,,1970,35240.676,211.36403,2135.5222
Europe,,1971,36257.152,241.44193,2148.5168
Europe,,1972,37753.14,329.80945,2180.549
Europe,,1973,39627.043,375.84915,2194.089
Europe,,1974,39601.98,458.50873,2353.6228
Europe,,1975,39710.418,608.51227,2340.808
Europe,,1976,41563.816,726.0414,2226.9429
Europe,,1977,42013.24,880.77466,2608.1897
Europe,,1978,43441.64,965.3782,2689.38
Europe,,1979,44629.074,1076.0988,2785.8418
Europe,,1980,43908.4,1269.0017,2762.613
Europe,,1981,42969.19,1655.919,2781.436
Europe,,1982,42616.176,1835.1294,2691.6426
Europe,,1983,42714.715,2128.5898,2776.2576
Europe,,1984,43317.75,2703.7373,2874.1567
Europe,,1985,41215.234,3184.4304,2765.2075
Europe,,1986,41726.46,3367.93,2708.2734
Europe,,1987,42273.465,3550.2896,2840.1582
Europe,,1988,42203.336,3881.3132,2939.658
Europe,,1989,42044.668,4032.917,2670.805
Europe,,1990,41945.766,3979.0815,2731.2026
Europe,,1991,41041.242,4065.5554,2775.2021
Europe,,1992,39089.668,4079.921,2847.5388
Europe,,1993,37203.19,4213.7915,2917.0708
Europe,,1994,35438.992,4093.409,2971.8167
Europe,,1995,35201.44,4195.335,2998.1348
Europe,,1996,35425.734,4445.3027,2826.5044
Europe,,1997,34557.832,4482.541,2955.0725
Europe,,1998,34703.06,4430.983,3087.9836
Europe,,1999,34490.168,4529.2236,3167.0334
Europe,,2000,34766.996,4597.0796,3329.472
Europe,,2001,35210.906,4720.3213,3391.0295
Europe,,2002,35118.402,4759.195,3161.3528
Europe,,2003,35908.543,4794.36,3044.3262
Europe,,2004,36128.684,4805.209,3335.5405
Europe,,2005,36159.8,4740.384,3443.3586
Europe,,2006,36706.965,4722.8076,3489.5413
Europe,,2007,36287.94,4503.1377,3680.6443
Europe,,2008,35884.48,4472.223,3884.482
Europe,,2009,33260.492,4252.8066,4014.7566
Europe,,2010,34383.883,4342.2993,4323.4224
Europe,,2011,33907.75,4288.837,4233.829
Europe,,2012,33422.234,4179.8394,4671.887
Europe,,2013,32636.775,4088.654,5017.844
Europe,,2014,31217.94,4109.321,5125.5938
Europe,,2015,31021.873,4045.0188,5229.8335
Europe,,2016,31490.72,3928.3967,5340.091
Europe,,2017,31707.62,3901.0188,5385.113
Europe,,2018,31832.111,3878.068,5715.9253
Europe,,2019,31062.229,3853.7354,5816.3604
Europe,,2020,28374.678,3537.6477,6309.7847
Europe,,2021,30266.775,3735.7673,6412.611
Europe,,2022,28721.068,3257.7788,6345.0024
European Union (27),,1965,23647.37,34.75502,1711.5419
European Union (27),,1966,24163.832,42.319973,1854.8538
European Union (27),,1967,24936.068,49.708874,1778.8601
European Union (27),,1968,26609.883,57.031075,1804.7966
European Union (27),,1969,28785.139,85.07705,1764.8658
European Union (27),,1970,30704.111,124.058784,1863.0841
European Union (27),,1971,31520.875,161.06444,1841.0981
European Union (27),,1972,32940.55,250.20712,1915.9629
European Union (27),,1973,34680,290.46362,1898.068
European Union (27),,1974,33907.137,336.37436,2035.6597
European Union (27),,1975,33277.586,562.6357,2041.635
European Union (27),,1976,35498.145,655.4696,1780.5319
European Union (27),,1977,35168.805,803.16534,2338.8225
European Union (27),,1978,36465.71,959.092,2272.3032
European Union (27),,1979,37524.918,1070.1112,2369.716
European Union (27),,1980,36552.547,1295.0719,2249.7478
European Union (27),,1981,34726.176,1854.3655,2210.211
European Union (27),,1982,33568.656,2019.1144,2160.811
European Union (27),,1983,33211.92,2396.8005,2198.396
European Union (27),,1984,33501.867,3117.5671,2225.0286
European Union (27),,1985,34628.723,3817.873,2268.287
European Union (27),,1986,34845.027,4190.861,2148.0117
European Union (27),,1987,35220.25,4351.44,2341.2979
European Union (27),,1988,35002.273,4665.9785,2466.2124
European Union (27),,1989,35178.37,4904.538,2031.6438
European Union (27),,1990,34701.54,4943.35,2148.2905
European Union (27),,1991,34174.152,5065.8535,2240.074
European Union (27),,1992,33180.16,5058.1294,2331.917
European Union (27),,1993,32556.955,5196.3604,2399.6873
European Union (27),,1994,32273.725,5170.6313,2472.6465
European Union (27),,1995,33037.527,5308.379,2485.1228
European Union (27),,1996,33974.543,5567.849,2479.295
European Union (27),,1997,33603.18,5605.277,2595.6995
European Union (27),,1998,33911.645,5557.45,2714.9866
European Union (27),,1999,33567.754,5650.98,2724.277
European Union (27),,2000,33578.01,5719.2783,2891.481
European Union (27),,2001,34030.64,5862.6865,3060.041
European Union (27),,2002,33923.715,5899.8887,2742.862
European Union (27),,2003,34631.77,5875.3145,2761.6426
European Union (27),,2004,34730.8,5955.526,3043.5767
European Union (27),,2005,34709.785,5820.154,3064.0203
European Union (27),,2006,34786,5752.9146,3248.2231
European Union (27),,2007,34187.72,5431.3784,3461.4893
European Union (27),,2008,33510.617,5454.7,3779.3916
European Union (27),,2009,31052.215,5037.4346,3984.4583
European Union (27),,2010,31896.867,5170.656,4536.482
European Union (27),,2011,30773.404,5031.323,4473.04
European Union (27),,2012,29956.998,4839.138,5011.3574
European Union (27),,2013,29256.777,4771.519,5421.039
European Union (27),,2014,27675.912,4776.0327,5600.235
European Union (27),,2015,28217.732,4592.651,5709.754
European Union (27),,2016,28678.146,4451.364,5769.9
European Union (27),,2017,29245.191,4370.6675,5787.247
European Union (27),,2018,28776.562,4353.4854,6180.9067
European Union (27),,2019,27904.297,4349.6597,6356.801
European Union (27),,2020,24994.498,3868.4238,6850.0073
European Union (27),,2021,26534.488,4128.211,6960.9326
European Union (27),,2022,25754.752,3403.712,6970.609
Finland,FIN,1974,36323.125,0,8008.115
Finland,FIN,1975,37175.73,0,7662.7485
Finland,FIN,1976,41477.363,0,5933.234
Finland,FIN,1977,40817.53,1582.0696,7601.497
Finland,FIN,1978,43714.566,1935.1345,6097.025
Finland,FIN,1979,45062.91,3987.0176,6746.585
Finland,FIN,1980,44913.945,4140.2344,6321.2793
Finland,FIN,1981,38653.316,8609.232,8411.97
Finland,FIN,1982,36860.36,9793.118,8018.4023
Finland,FIN,1983,35273.086,10282.948,8270.277
Finland,FIN,1984,36872.926,10890.174,8024.3057
Finland,FIN,1985,39893.465,10955.067,7440.0625
Finland,FIN,1986,40387.418,10930.371,7449.2686
Finland,FIN,1987,42201.844,11223.935,8271.097
Finland,FIN,1988,41988.13,11138.757,7987.9995
Finland,FIN,1989,42560.3,10835.634,7761.2256
Finland,FIN,1990,44149.336,10934.549,9740.259
Finland,FIN,1991,43960.652,11041.951,10966.161
Finland,FIN,1992,42550.41,10838.801,11995.017
Finland,FIN,1993,42845.906,11160.521,11621.452
Finland,FIN,1994,46854.13,10833.153,10909.825
Finland,FIN,1995,42845.74,10674.6875,11618.804
Finland,FIN,1996,46502.297,10783.705,10518.476
Finland,FIN,1997,45068.73,11534.568,11954.019
Finland,FIN,1998,44215.336,12032.141,14430.896
Finland,FIN,1999,44008.195,12620.088,12512.981
Finland,FIN,2000,43306.41,12322.63,13747.96
Finland,FIN,2001,45737.195,12374.524,12607.852
Finland,FIN,2002,47297.496,12007.509,11603.915
Finland,FIN,2003,52482.8,12134.909,11140.657
Finland,FIN,2004,48446.055,12014.738,14757.876
Finland,FIN,2005,42560.824,12188.589,13405.917
Finland,FIN,2006,48095.78,11876.277,12852.494
Finland,FIN,2007,46554.574,12017.211,13694.152
Finland,FIN,2008,42099.242,11651.147,15602.273
Finland,FIN,2009,39840.453,11809.131,12276.179
Finland,FIN,2010,44262.723,11322.606,13642.959
Finland,FIN,2011,39869.89,11391.706,13681.175
Finland,FIN,2012,35927,11171.731,15787.715
Finland,FIN,2013,37185.96,11351.021,14307.013
Finland,FIN,2014,34172.004,11224.062,14995.175
Finland,FIN,2015,32096.895,10962.568,16963.518
Finland,FIN,2016,33719.62,10846.8125,16228.862
Finland,FIN,2017,31900.504,10421.1,17084.213
Finland,FIN,2018,32643.19,10491.868,17393.105
Finland,FIN,2019,30917.521,10935.069,17366.83
Finland,FIN,2020,27178.041,10615.386,18843.354
Finland,FIN,2021,26449.334,10703.333,20613.047
Finland,FIN,2022,24868.705,11396.982,22700.47
Finland,FIN,1965,,0,6059.329
Finland,FIN,1966,,0,6699.55
Finland,FIN,1967,,0,7464.0547
Finland,FIN,1968,,0,6702.024
Finland,FIN,1969,,0,5592.1235
Finland,FIN,1970,,0,6113.6094
Finland,FIN,1971,,0,6847.3696
Finland,FIN,1972,,0,6615.096
Finland,FIN,1973,,0,6704.5054
France,FRA,1965,24258.104,52.840233,2877.9392
France,FRA,1966,24274.006,81.30818,3196.6921
France,FRA,1967,26131.254,119.77456,2767.561
France,FRA,1968,27106.203,176.31853,3062.7078
France,FRA,1969,29750.623,203.94598,3193.545
France,FRA,1970,31965.887,320.74222,3403.9673
France,FRA,1971,33340.906,519.34106,2921.5176
France,FRA,1972,35274.16,805.3275,2902.7402
France,FRA,1973,38369.957,807.8149,2817.488
France,FRA,1974,36883.1,800.1726,3284.0295
France,FRA,1975,33921.562,987.20575,3474.894
France,FRA,1976,37019.227,849.769,2806.4763
France,FRA,1977,35720.605,961.87866,4347.137
France,FRA,1978,37152.89,1624.9647,3886.5232
France,FRA,1979,37828.234,2122.2102,3764.599
France,FRA,1980,35802.59,3235.6768,3914.925
France,FRA,1981,32725.889,5532.8047,4040.2947
France,FRA,1982,30889.441,5689.6406,3931.628
France,FRA,1983,29960.41,7498.1655,3852.5142
France,FRA,1984,28974.951,9893.693,3636.067
France,FRA,1985,28712.469,11538.903,3417.99
France,FRA,1986,28085.508,13024.15,3432.6157
France,FRA,1987,27758.098,13540.549,3846.948
France,FRA,1988,27396.719,13982.728,4148.2593
France,FRA,1989,27981.564,15353.5625,2559.792
France,FRA,1990,28384.557,15797.975,2931.753
France,FRA,1991,30151.54,16597.732,3125.4175
France,FRA,1992,29503.777,16888.398,3706.9573
France,FRA,1993,28149.97,18311.492,3480.3892
France,FRA,1994,27113.844,17848.162,4210.9272
France,FRA,1995,27606.43,18641.447,3925.5178
France,FRA,1996,28719.037,19566.053,3569.067
France,FRA,1997,28089.545,19401.82,3467.1616
France,FRA,1998,29595.703,18955.248,3358.6628
France,FRA,1999,29524.66,19171.053,3885.126
France,FRA,2000,29313.787,20080.443,3572.3638
France,FRA,2001,29237.416,20114.469,3946.9758
France,FRA,2002,28591.104,20604.086,3238.0803
France,FRA,2003,28967.342,20550.986,3139.5583
France,FRA,2004,28983.715,20620.828,3149.5881
France,FRA,2005,28798.316,20503.613,2795.1843
France,FRA,2006,28090.19,20177.875,3064.4116
France,FRA,2007,27315.38,19454.814,3325.7249
France,FRA,2008,26923.023,19198.94,3811.0188
France,FRA,2009,25569.209,17683.732,3611.5918
France,FRA,2010,25782.459,18277.611,3946.2605
France,FRA,2011,23945.523,18655.213,3314.0356
France,FRA,2012,23787.51,17746.664,4146.9766
France,FRA,2013,23700.156,17495.21,4725.84
France,FRA,2014,21465.91,17844.234,4498.7705
France,FRA,2015,21827.764,17714.934,4386.8306
France,FRA,2016,22225.053,16186.429,4642.4653
France,FRA,2017,22405.547,15859.839,4368.001
France,FRA,2018,21840.576,16310.273,5183.3555
France,FRA,2019,21490.225,15672.221,5164.342
France,FRA,2020,18653.234,13829.414,5580.7544
France,FRA,2021,20212.729,14761.147,5490.5845
France,FRA,2022,19371.66,11409.492,5270.6436
Gabon,GAB,1965,,0,
Gabon,GAB,1966,,0,
Gabon,GAB,1967,,0,
Gabon,GAB,1968,,0,
Gabon,GAB,1969,,0,
Gabon,GAB,1970,,0,
Gabon,GAB,1971,,0,
Gabon,GAB,1972,,0,
Gabon,GAB,1973,,0,
Gabon,GAB,1974,,0,
Gabon,GAB,1975,,0,
Gabon,GAB,1976,,0,
Gabon,GAB,1977,,0,
Gabon,GAB,1978,,0,
Gabon,GAB,1979,,0,
Gabon,GAB,1980,,0,
Gabon,GAB,1981,,0,
Gabon,GAB,1982,,0,
Gabon,GAB,1983,,0,
Gabon,GAB,1984,,0,
Gabon,GAB,1985,,0,
Gabon,GAB,1986,,0,
Gabon,GAB,1987,,0,
Gabon,GAB,1988,,0,
Gabon,GAB,1989,,0,
Gabon,GAB,1990,,0,
Gabon,GAB,1991,,0,
Gabon,GAB,1992,,0,
Gabon,GAB,1993,,0,
Gabon,GAB,1994,,0,
Gabon,GAB,1995,,0,
Gabon,GAB,1996,,0,
Gabon,GAB,1997,,0,
Gabon,GAB,1998,,0,
Gabon,GAB,1999,,0,
Gabon,GAB,2000,,0,
Gabon,GAB,2001,,0,
Gabon,GAB,2002,,0,
Gabon,GAB,2003,,0,
Gabon,GAB,2004,,0,
Gabon,GAB,2005,,0,
Gabon,GAB,2006,,0,
Gabon,GAB,2007,,0,
Gabon,GAB,2008,,0,
Gabon,GAB,2009,,0,
Gabon,GAB,2010,,0,
Gabon,GAB,2011,,0,
Gabon,GAB,2012,,0,
Gabon,GAB,2013,,0,
Gabon,GAB,2014,,0,
Gabon,GAB,2015,,0,
Gabon,GAB,2016,,0,
Gabon,GAB,2017,,0,
Gabon,GAB,2018,,0,
Gabon,GAB,2019,,0,
Gabon,GAB,2020,,0,
Gabon,GAB,2021,,0,
Gabon,GAB,2022,,0,
Germany,DEU,1965,38415.56,4.366126,630.46985
Germany,DEU,1966,38168.234,9.814069,676.69934
Germany,DEU,1967,37794.227,45.040764,638.0515
Germany,DEU,1968,40123.46,64.53704,643.56244
Germany,DEU,1969,43136.92,179.5714,519.79626
Germany,DEU,1970,45185.83,235.3524,699.7136
Germany,DEU,1971,45635.867,224.65517,547.4661
Germany,DEU,1972,47059.188,343.56042,537.89197
Germany,DEU,1973,49634.34,436.66022,615.18536
Germany,DEU,1974,48605.73,521.8436,707.0847
Germany,DEU,1975,46387.453,872.3586,688.2121
Germany,DEU,1976,49615.51,1069.3699,574.5424
Germany,DEU,1977,49016.83,1496.5452,715.5292
Germany,DEU,1978,50840.336,1594.5665,749.3453
Germany,DEU,1979,53599.043,1896.0533,756.81415
Germany,DEU,1980,51664.797,2027.784,805.5868
Germany,DEU,1981,49644.86,2393.6677,832.1735
Germany,DEU,1982,47509.066,2721.089,826.0129
Germany,DEU,1983,48175.17,2855.6938,776.7313
Germany,DEU,1984,49132.043,3815.9917,772.05664
Germany,DEU,1985,49462.777,5067.001,730.3256
Germany,DEU,1986,49154.668,4758.9785,771.3484
Germany,DEU,1987,48971.855,5149.727,829.4859
Germany,DEU,1988,48372.57,5670.1465,823.5051
Germany,DEU,1989,47415.195,5813.0327,755.32306
Germany,DEU,1990,46665.72,5451.9336,706.2239
Germany,DEU,1991,45367.33,5241.0938,651.492
Germany,DEU,1992,43610.484,5618.069,760.0543
Germany,DEU,1993,43348.75,5405.7295,784.4712
Germany,DEU,1994,42733.195,5304.4136,850.47345
Germany,DEU,1995,42681.25,5390.082,925.64606
Germany,DEU,1996,44011.707,5640.5215,849.6406
Germany,DEU,1997,42938.93,5934.816,897.63513
Germany,DEU,1998,42709.668,5624.604,971.6043
Germany,DEU,1999,41601.348,5914.7476,1082.5771
Germany,DEU,2000,41590.516,5901.283,1411.9044
Germany,DEU,2001,42451.08,5924.39,1465.9188
Germany,DEU,2002,41845.69,5669.0425,1743.0519
Germany,DEU,2003,41858.516,5646.8506,1795.5338
Germany,DEU,2004,41429.168,5684.639,2228.5981
Germany,DEU,2005,40735.957,5516.237,2541.3735
Germany,DEU,2006,41398.223,5629.0664,3015.7456
Germany,DEU,2007,39590.49,4697.0093,3670.635
Germany,DEU,2008,39719.08,4939.579,3787.3271
Germany,DEU,2009,37145.08,4449.891,3841.3103
Germany,DEU,2010,38543.195,4603.274,4159.35
Germany,DEU,2011,37245.68,3510.3032,4815.5254
Germany,DEU,2012,37433.844,3209.1772,5489.6484
Germany,DEU,2013,38533.08,3115.0916,5713.383
Germany,DEU,2014,36198.457,3084.5833,6044.5205
Germany,DEU,2015,36322.855,2889.9922,6854.0376
Germany,DEU,2016,37192.37,2640.7297,6842.677
Germany,DEU,2017,37099.918,2359.0435,7653.935
Germany,DEU,2018,35609.137,2327.755,7844.516
Germany,DEU,2019,33816.566,2283.7588,8367.423
Germany,DEU,2020,30700.303,1947.1615,8730.213
Germany,DEU,2021,32367.781,2081.1072,8106.167
Germany,DEU,2022,31225.268,1041.2916,8710.929
Greece,GRC,1982,19798.186,0,1105.0518
Greece,GRC,1983,20067.695,0,718.04694
Greece,GRC,1984,20602.342,0,868.847
Greece,GRC,1985,21607.018,0,842.90985
Greece,GRC,1986,21316.293,0,962.67694
Greece,GRC,1987,23317.729,0,819.9489
Greece,GRC,1988,24564.893,0,691.607
Greece,GRC,1989,26581.389,0,550.4554
Greece,GRC,1990,27379.988,0,508.31854
Greece,GRC,1991,27167.52,0,882.4113
Greece,GRC,1992,27683.387,0,624.24634
Greece,GRC,1993,27797.838,0,652.25146
Greece,GRC,1994,27973.498,0,732.36664
Greece,GRC,1995,28547.46,0,982.384
Greece,GRC,1996,28863.084,0,1200.4427
Greece,GRC,1997,29650.586,0,1065.3049
Greece,GRC,1998,31406.885,0,1023.6431
Greece,GRC,1999,30984.941,0,1278.9609
Greece,GRC,2000,32686.6,0,1110.1322
Greece,GRC,2001,33181.492,0,779.76434
Greece,GRC,2002,32973.594,0,943.99164
Greece,GRC,2003,34309.73,0,1540.7245
Greece,GRC,2004,34290.4,0,1537.6884
Greece,GRC,2005,34302.754,0,1654.2289
Greece,GRC,2006,35015.926,0,2018.3182
Greece,GRC,2007,36543.754,0,1264.5426
Greece,GRC,2008,35631.574,0,1536.493
Greece,GRC,2009,33705.363,0,2149.8867
Greece,GRC,2010,31509.072,0,2788.984
Greece,GRC,2011,31579.805,0,2158.8274
Greece,GRC,2012,29183.297,0,2676.7607
Greece,GRC,2013,26338.809,0,3740.747
Greece,GRC,2014,25136.213,0,3208.7178
Greece,GRC,2015,24962.992,0,3882.5115
Greece,GRC,2016,24654.459,0,3901.6023
Greece,GRC,2017,26499.893,0,3631.994
Greece,GRC,2018,26257.078,0,4218.0415
Greece,GRC,2019,25719.078,0,4247.234
Greece,GRC,2020,21706.209,0,4637.3164
Greece,GRC,2021,23140.748,0,5820.6196
Greece,GRC,2022,24361.2,0,6049.1455
Greece,GRC,1965,,0,277.79437
Greece,GRC,1966,,0,600.37665
Greece,GRC,1967,,0,576.258
Greece,GRC,1968,,0,474.8488
Greece,GRC,1969,,0,712.70374
Greece,GRC,1970,,0,912.1987
Greece,GRC,1971,,0,914.393
Greece,GRC,1972,,0,918.6687
Greece,GRC,1973,,0,758.4919
Greece,GRC,1974,,0,794.9931
Greece,GRC,1975,,0,676.6668
Greece,GRC,1976,,0,624.9623
Greece,GRC,1977,,0,632.6603
Greece,GRC,1978,,0,972.60974
Greece,GRC,1979,,0,1146.8804
Greece,GRC,1980,,0,1081.8069
Greece,GRC,1981,,0,1069.5895
High-income countries,,1965,35636.887,83.57593,2668.5247
High-income countries,,1966,36918.707,112.96296,2789.9246
High-income countries,,1967,38054.246,133.73654,2830.0193
High-income countries,,1968,40224.812,167.39989,2880.443
High-income countries,,1969,42494.23,194.20613,2982.5383
High-income countries,,1970,44427.01,244.99118,3037.637
High-income countries,,1971,45024.105,342.17743,3140.1187
High-income countries,,1972,46722.98,462.84637,3251.5637
High-income countries,,1973,48952.766,607.9313,3230.7844
High-income countries,,1974,47285.277,774.69226,3510.4531
High-income countries,,1975,45439.24,1062.9402,3481.0334
High-income countries,,1976,47748.63,1213.4673,3320.432
High-income countries,,1977,48303.93,1498.476,3318.1052
High-income countries,,1978,49076.066,1748.2979,3539.5688
High-income countries,,1979,50045.945,1789.1716,3652.9824
High-income countries,,1980,47958.164,1918.0123,3600.2227
High-income countries,,1981,46090.56,2241.827,3606.5862
High-income countries,,1982,44000.203,2392.0479,3694.4536
