Entity,Code,Year,Coal (% equivalent primary energy)
CIS (EI),,2016,14.13343
CIS (EI),,2017,13.733548
CIS (EI),,2018,13.773629
CIS (EI),,2019,13.446431
CIS (EI),,2020,12.946352
CIS (EI),,2021,12.417865
CIS (EI),,2022,12.698476
Canada,CAN,1965,12.957609
Canada,CAN,1966,11.932068
Canada,CAN,1967,11.3059
Canada,CAN,1968,11.541727
Canada,CAN,1969,10.506227
Canada,CAN,1970,10.536043
Canada,CAN,1971,9.710045
Canada,CAN,1972,8.512785
Canada,CAN,1973,8.073464
Canada,CAN,1974,7.952892
Canada,CAN,1975,7.85364
Canada,CAN,1976,8.879015
Canada,CAN,1977,10.725749
Canada,CAN,1978,8.653364
Canada,CAN,1979,7.959815
Canada,CAN,1980,9.510345
Canada,CAN,1981,9.767793
Canada,CAN,1982,10.641849
Canada,CAN,1983,11.195428
Canada,CAN,1984,11.722788
Canada,CAN,1985,10.908666
Canada,CAN,1986,10.013541
Canada,CAN,1987,10.427293
Canada,CAN,1988,10.766394
Canada,CAN,1989,10.638843
Canada,CAN,1990,10.490093
Canada,CAN,1991,10.112994
Canada,CAN,1992,10.0334215
Canada,CAN,1993,8.688968
Canada,CAN,1994,8.874746
Canada,CAN,1995,9.055111
Canada,CAN,1996,8.99606
Canada,CAN,1997,9.355864
Canada,CAN,1998,10.148173
Canada,CAN,1999,9.453644
Canada,CAN,2000,9.737885
Canada,CAN,2001,10.333509
Canada,CAN,2002,10.052314
Canada,CAN,2003,9.979935
Canada,CAN,2004,9.284711
Canada,CAN,2005,9.183272
Canada,CAN,2006,8.945859
Canada,CAN,2007,9.008778
Canada,CAN,2008,8.663919
Canada,CAN,2009,7.533648
Canada,CAN,2010,7.647883
Canada,CAN,2011,6.6442556
Canada,CAN,2012,6.2831416
Canada,CAN,2013,5.984839
Canada,CAN,2014,5.678985
Canada,CAN,2015,5.6759315
Canada,CAN,2016,5.3555393
Canada,CAN,2017,5.4858027
Canada,CAN,2018,4.458275
Canada,CAN,2019,4.20016
Canada,CAN,2020,3.8974853
Canada,CAN,2021,3.5943363
Canada,CAN,2022,2.7296147
Central America (EI),,1971,0.03256366
Central America (EI),,1972,0.13378166
Central America (EI),,1973,0.17533332
Central America (EI),,1974,0.068572484
Central America (EI),,1975,0.01647349
Central America (EI),,1976,0.009323065
Central America (EI),,1977,0.018054703
Central America (EI),,1978,0.01775397
Central America (EI),,1979,0.025951277
Central America (EI),,1980,0.19678754
Central America (EI),,1981,0.1936281
Central America (EI),,1982,0.044206683
Central America (EI),,1983,0.03542298
Central America (EI),,1984,0.009290144
Central America (EI),,1985,0.26711273
Central America (EI),,1986,0.26770842
Central America (EI),,1987,0.2705413
Central America (EI),,1988,0.13976951
Central America (EI),,1989,0.3445399
Central America (EI),,1990,0.23606837
Central America (EI),,1991,0.31405312
Central America (EI),,1992,0.26453838
Central America (EI),,1993,0.3177817
Central America (EI),,1994,0.30046263
Central America (EI),,1995,0.2177187
Central America (EI),,1996,0.54043204
Central America (EI),,1997,0.27513838
Central America (EI),,1998,0.38940158
Central America (EI),,1999,0.49502376
Central America (EI),,2000,1.4084706
Central America (EI),,2001,1.4482509
Central America (EI),,2002,1.8199509
Central America (EI),,2003,1.7746156
Central America (EI),,2004,1.7739719
Central America (EI),,2005,1.4487072
Central America (EI),,2006,1.4652097
Central America (EI),,2007,1.5310898
Central America (EI),,2008,1.6940613
Central America (EI),,2009,1.2298801
Central America (EI),,2010,1.5011466
Central America (EI),,2011,2.2020411
Central America (EI),,2012,2.7557003
Central America (EI),,2013,3.527326
Central America (EI),,2014,3.652842
Central America (EI),,2015,4.198958
Central America (EI),,2016,4.400198
Central America (EI),,2017,3.0136597
Central America (EI),,2018,3.7206266
Central America (EI),,2019,4.8168306
Central America (EI),,2020,4.250051
Central America (EI),,2021,4.6908684
Central America (EI),,2022,2.9732733
Chile,CHL,1965,18.705538
Chile,CHL,1966,17.96713
Chile,CHL,1967,17.623821
Chile,CHL,1968,17.697433
Chile,CHL,1969,16.419518
Chile,CHL,1970,16.626526
Chile,CHL,1971,14.838503
Chile,CHL,1972,12.036092
Chile,CHL,1973,13.507731
Chile,CHL,1974,12.778455
Chile,CHL,1975,11.2779875
Chile,CHL,1976,10.963932
Chile,CHL,1977,11.275349
Chile,CHL,1978,10.574548
Chile,CHL,1979,11.082447
Chile,CHL,1980,11.84999
Chile,CHL,1981,11.761592
Chile,CHL,1982,8.378865
Chile,CHL,1983,9.667428
Chile,CHL,1984,12.5597
Chile,CHL,1985,12.413108
Chile,CHL,1986,11.34831
Chile,CHL,1987,11.141565
Chile,CHL,1988,13.915981
Chile,CHL,1989,17.009644
Chile,CHL,1990,19.457464
Chile,CHL,1991,14.223409
Chile,CHL,1992,11.080584
Chile,CHL,1993,10.578338
Chile,CHL,1994,11.883061
Chile,CHL,1995,11.886623
Chile,CHL,1996,15.5597105
Chile,CHL,1997,17.717892
Chile,CHL,1998,16.645758
Chile,CHL,1999,16.49541
Chile,CHL,2000,12.155096
Chile,CHL,2001,9.3553705
Chile,CHL,2002,9.210426
Chile,CHL,2003,8.760102
Chile,CHL,2004,9.504357
Chile,CHL,2005,8.975006
Chile,CHL,2006,10.830507
Chile,CHL,2007,12.868062
Chile,CHL,2008,13.760286
Chile,CHL,2009,13.109818
Chile,CHL,2010,14.350735
Chile,CHL,2011,17.366976
Chile,CHL,2012,19.391586
Chile,CHL,2013,21.217138
Chile,CHL,2014,21.624044
Chile,CHL,2015,20.53325
Chile,CHL,2016,19.880125
Chile,CHL,2017,19.915686
Chile,CHL,2018,18.485119
Chile,CHL,2019,18.3731
Chile,CHL,2020,16.530954
Chile,CHL,2021,17.009523
Chile,CHL,2022,12.312182
China,CHN,1965,86.62346
China,CHN,1966,85.27558
China,CHN,1967,84.29622
China,CHN,1968,82.80656
China,CHN,1969,82.1928
China,CHN,1970,81.70601
China,CHN,1971,79.45638
China,CHN,1972,77.9414
China,CHN,1973,74.798325
China,CHN,1974,71.75951
China,CHN,1975,72.22532
China,CHN,1976,70.27836
China,CHN,1977,70.89777
China,CHN,1978,71.00979
China,CHN,1979,71.30825
China,CHN,1980,73.30906
China,CHN,1981,73.89391
China,CHN,1982,74.84298
China,CHN,1983,75.296936
China,CHN,1984,76.308815
China,CHN,1985,77.00779
China,CHN,1986,76.83647
China,CHN,1987,77.295784
China,CHN,1988,77.28857
China,CHN,1989,77.16392
China,CHN,1990,77.27796
China,CHN,1991,77.16153
China,CHN,1992,76.72352
China,CHN,1993,75.815544
China,CHN,1994,76.04547
China,CHN,1995,74.73299
China,CHN,1996,74.2189
China,CHN,1997,72.232185
China,CHN,1998,71.55738
China,CHN,1999,71.131065
China,CHN,2000,69.586525
China,CHN,2001,69.25189
China,CHN,2002,69.71366
China,CHN,2003,71.32709
China,CHN,2004,71.074524
China,CHN,2005,73.26288
China,CHN,2006,73.40382
China,CHN,2007,73.55062
China,CHN,2008,71.93175
China,CHN,2009,72.186356
China,CHN,2010,70.00556
China,CHN,2011,70.66385
China,CHN,2012,68.72917
China,CHN,2013,67.65257
China,CHN,2014,65.663765
China,CHN,2015,63.55239
China,CHN,2016,61.44228
China,CHN,2017,59.797054
China,CHN,2018,58.184578
China,CHN,2019,57.011
China,CHN,2020,56.37293
China,CHN,2021,55.422325
China,CHN,2022,55.469177
Colombia,COL,1965,23.980762
Colombia,COL,1966,21.30757
Colombia,COL,1967,22.183731
Colombia,COL,1968,19.463049
Colombia,COL,1969,20.52254
Colombia,COL,1970,19.549965
Colombia,COL,1971,15.36691
Colombia,COL,1972,13.849145
Colombia,COL,1973,14.582772
Colombia,COL,1974,15.764197
Colombia,COL,1975,16.952866
Colombia,COL,1976,15.904157
Colombia,COL,1977,15.779337
Colombia,COL,1978,15.176397
Colombia,COL,1979,14.712384
Colombia,COL,1980,14.830628
Colombia,COL,1981,14.898213
Colombia,COL,1982,15.076626
Colombia,COL,1983,15.778354
Colombia,COL,1984,16.213423
Colombia,COL,1985,16.183279
Colombia,COL,1986,15.249575
Colombia,COL,1987,17.548502
Colombia,COL,1988,14.008654
Colombia,COL,1989,15.408566
Colombia,COL,1990,7.3597574
Colombia,COL,1991,9.016844
Colombia,COL,1992,14.557217
Colombia,COL,1993,14.026027
Colombia,COL,1994,14.826192
Colombia,COL,1995,12.966852
Colombia,COL,1996,9.667594
Colombia,COL,1997,11.263589
Colombia,COL,1998,10.577418
Colombia,COL,1999,9.066074
Colombia,COL,2000,10.006167
Colombia,COL,2001,9.770234
Colombia,COL,2002,8.033608
Colombia,COL,2003,8.742035
Colombia,COL,2004,7.2743707
Colombia,COL,2005,4.6551814
Colombia,COL,2006,11.484862
Colombia,COL,2007,9.950245
Colombia,COL,2008,12.642505
Colombia,COL,2009,11.763973
Colombia,COL,2010,13.167028
Colombia,COL,2011,10.199814
Colombia,COL,2012,11.561031
Colombia,COL,2013,12.100042
Colombia,COL,2014,12.175604
Colombia,COL,2015,11.95275
Colombia,COL,2016,11.6682
Colombia,COL,2017,8.809886
Colombia,COL,2018,8.141309
Colombia,COL,2019,9.524627
Colombia,COL,2020,9.262809
Colombia,COL,2021,5.4777927
Colombia,COL,2022,4.6759343
Croatia,HRV,1990,9.326942
Croatia,HRV,1991,6.3099937
Croatia,HRV,1992,5.7713914
Croatia,HRV,1993,4.7016306
Croatia,HRV,1994,2.913143
Croatia,HRV,1995,2.3135781
Croatia,HRV,1996,1.7658796
Croatia,HRV,1997,3.03037
Croatia,HRV,1998,2.7396154
Croatia,HRV,1999,2.3493145
Croatia,HRV,2000,5.2000713
Croatia,HRV,2001,5.50551
Croatia,HRV,2002,6.6852913
Croatia,HRV,2003,7.106764
Croatia,HRV,2004,7.2584524
Croatia,HRV,2005,7.275606
Croatia,HRV,2006,6.8377204
Croatia,HRV,2007,7.3889174
Croatia,HRV,2008,7.645583
Croatia,HRV,2009,5.5340824
Croatia,HRV,2010,7.333736
Croatia,HRV,2011,8.653049
Croatia,HRV,2012,8.367188
Croatia,HRV,2013,8.173006
Croatia,HRV,2014,7.833739
Croatia,HRV,2015,7.73948
Croatia,HRV,2016,7.9920692
Croatia,HRV,2017,4.81397
Croatia,HRV,2018,4.327867
Croatia,HRV,2019,5.11408
Croatia,HRV,2020,4.596982
Croatia,HRV,2021,4.91329
Croatia,HRV,2022,5.05711
Czechia,CZE,1965,87.6409
Czechia,CZE,1966,86.73412
Czechia,CZE,1967,85.20258
Czechia,CZE,1968,84.5677
Czechia,CZE,1969,84.30797
Czechia,CZE,1970,81.893394
Czechia,CZE,1971,81.187195
Czechia,CZE,1972,79.57798
Czechia,CZE,1973,77.40605
Czechia,CZE,1974,76.30133
Czechia,CZE,1975,74.87176
Czechia,CZE,1976,74.26182
Czechia,CZE,1977,73.45144
Czechia,CZE,1978,72.72019
Czechia,CZE,1979,71.981224
Czechia,CZE,1980,72.02954
Czechia,CZE,1981,72.27403
Czechia,CZE,1982,73.698135
Czechia,CZE,1983,73.16684
Czechia,CZE,1984,72.141556
Czechia,CZE,1985,70.440056
Czechia,CZE,1986,69.347984
Czechia,CZE,1987,66.998604
Czechia,CZE,1988,67.48841
Czechia,CZE,1989,66.941986
Czechia,CZE,1990,63.273567
Czechia,CZE,1991,63.683414
Czechia,CZE,1992,61.270218
Czechia,CZE,1993,60.109055
Czechia,CZE,1994,58.404697
Czechia,CZE,1995,56.09132
Czechia,CZE,1996,54.107536
Czechia,CZE,1997,53.01055
Czechia,CZE,1998,50.612198
Czechia,CZE,1999,48.095875
Czechia,CZE,2000,51.994736
Czechia,CZE,2001,49.895813
Czechia,CZE,2002,48.819206
Czechia,CZE,2003,46.938442
Czechia,CZE,2004,45.82741
Czechia,CZE,2005,44.973545
Czechia,CZE,2006,45.702675
Czechia,CZE,2007,46.116535
Czechia,CZE,2008,44.595257
Czechia,CZE,2009,42.93251
Czechia,CZE,2010,42.51564
Czechia,CZE,2011,42.8285
Czechia,CZE,2012,41.276203
Czechia,CZE,2013,40.08488
Czechia,CZE,2014,39.67938
Czechia,CZE,2015,40.33457
Czechia,CZE,2016,41.187904
Czechia,CZE,2017,38.174698
Czechia,CZE,2018,38.037582
Czechia,CZE,2019,35.020313
Czechia,CZE,2020,32.861797
Czechia,CZE,2021,32.32571
Czechia,CZE,2022,35.235836
Denmark,DNK,1983,34.626904
Denmark,DNK,1984,35.89672
Denmark,DNK,1985,38.826336
Denmark,DNK,1986,38.42269
Denmark,DNK,1987,39.12162
Denmark,DNK,1988,37.006744
Denmark,DNK,1989,32.97496
Denmark,DNK,1990,35.072945
Denmark,DNK,1991,41.2595
Denmark,DNK,1992,36.68564
Denmark,DNK,1993,36.29175
Denmark,DNK,1994,36.391346
Denmark,DNK,1995,30.974548
Denmark,DNK,1996,35.780365
Denmark,DNK,1997,29.318884
Denmark,DNK,1998,25.831219
Denmark,DNK,1999,22.374794
Denmark,DNK,2000,19.52598
Denmark,DNK,2001,20.57857
Denmark,DNK,2002,20.643204
Denmark,DNK,2003,26.126343
Denmark,DNK,2004,21.151863
Denmark,DNK,2005,18.915771
Denmark,DNK,2006,25.733215
Denmark,DNK,2007,22.727646
Denmark,DNK,2008,21.030354
Denmark,DNK,2009,21.810497
Denmark,DNK,2010,19.949297
Denmark,DNK,2011,17.667316
Denmark,DNK,2012,14.889629
Denmark,DNK,2013,18.129866
Denmark,DNK,2014,14.928786
Denmark,DNK,2015,10.901396
Denmark,DNK,2016,12.422931
Denmark,DNK,2017,9.238334
Denmark,DNK,2018,9.562804
Denmark,DNK,2019,5.5059576
Denmark,DNK,2020,5.43932
Denmark,DNK,2021,6.5882697
Denmark,DNK,2022,6.333298
Eastern Africa (EI),,1966,20.563614
Eastern Africa (EI),,1967,20.000628
Eastern Africa (EI),,1968,20.357054
Eastern Africa (EI),,1969,18.379976
Eastern Africa (EI),,1970,18.503622
Eastern Africa (EI),,1971,18.741959
Eastern Africa (EI),,1972,16.892403
Eastern Africa (EI),,1973,17.538877
Eastern Africa (EI),,1974,15.4829
Eastern Africa (EI),,1975,14.336112
Eastern Africa (EI),,1976,17.510227
Eastern Africa (EI),,1977,14.096803
Eastern Africa (EI),,1978,14.123779
Eastern Africa (EI),,1979,13.483749
Eastern Africa (EI),,1980,14.065175
Eastern Africa (EI),,1981,13.388099
Eastern Africa (EI),,1982,13.190392
Eastern Africa (EI),,1983,14.1337185
Eastern Africa (EI),,1984,13.599591
Eastern Africa (EI),,1985,13.78989
Eastern Africa (EI),,1986,15.751718
Eastern Africa (EI),,1987,18.701641
Eastern Africa (EI),,1988,17.332733
Eastern Africa (EI),,1989,17.122046
Eastern Africa (EI),,1990,21.505009
Eastern Africa (EI),,1991,18.437122
Eastern Africa (EI),,1992,19.157072
Eastern Africa (EI),,1993,21.461481
Eastern Africa (EI),,1994,19.338898
Eastern Africa (EI),,1995,18.548445
Eastern Africa (EI),,1996,17.32558
Eastern Africa (EI),,1997,18.119999
Eastern Africa (EI),,1998,16.08459
Eastern Africa (EI),,1999,13.368318
Eastern Africa (EI),,2000,12.490983
Eastern Africa (EI),,2001,12.1514635
Eastern Africa (EI),,2002,11.371403
Eastern Africa (EI),,2003,9.265555
Eastern Africa (EI),,2004,10.647557
Eastern Africa (EI),,2005,9.376596
Eastern Africa (EI),,2006,7.3581934
Eastern Africa (EI),,2007,7.233706
Eastern Africa (EI),,2008,5.4139495
Eastern Africa (EI),,2009,5.8351116
Eastern Africa (EI),,2010,7.292173
Eastern Africa (EI),,2011,7.680942
Eastern Africa (EI),,2012,6.141007
Eastern Africa (EI),,2013,8.574696
Eastern Africa (EI),,2014,11.798881
Eastern Africa (EI),,2015,9.704032
Eastern Africa (EI),,2016,7.7536726
Eastern Africa (EI),,2017,8.856544
Eastern Africa (EI),,2018,9.455546
Eastern Africa (EI),,2019,7.9492598
Eastern Africa (EI),,2020,8.003302
Eastern Africa (EI),,2021,7.810982
Eastern Africa (EI),,2022,8.214176
Ecuador,ECU,1990,0.0039532394
Ecuador,ECU,1991,0.007206208
Ecuador,ECU,1992,0.0052265213
Ecuador,ECU,1993,0.0008819511
Ecuador,ECU,1994,0.0039499467
Ecuador,ECU,1995,0.004174948
Ecuador,ECU,1996,0.004591923
Ecuador,ECU,1997,0.005213098
Ecuador,ECU,1998,0.007628979
Ecuador,ECU,1999,0.010912692
Ecuador,ECU,2000,0.015471594
Ecuador,ECU,2001,0.019751979
Ecuador,ECU,2002,0.021608073
Ecuador,ECU,2003,0.8268658
Ecuador,ECU,2004,0.018398963
Ecuador,ECU,2005,0.0203015
Ecuador,ECU,2006,0.049320772
Ecuador,ECU,2007,0.01872557
Ecuador,ECU,2008,0.2020777
Ecuador,ECU,2009,0.049506616
Ecuador,ECU,2010,0.07474469
Ecuador,ECU,2011,0.06607139
Ecuador,ECU,2012,0.07508284
Ecuador,ECU,2013,0.08155356
Ecuador,ECU,2014,0.073465504
Ecuador,ECU,2015,0.07976441
Ecuador,ECU,2016,0.04695326
Ecuador,ECU,2017,0.048638146
Ecuador,ECU,2018,0.15740642
Ecuador,ECU,2019,0.047190256
Ecuador,ECU,2020,0.15384598
Ecuador,ECU,2021,0.25910366
Ecuador,ECU,2022,0.3656793
Egypt,EGY,1965,5.112506
Egypt,EGY,1966,3.3034723
Egypt,EGY,1967,5.942812
Egypt,EGY,1968,5.729027
Egypt,EGY,1969,7.5129232
Egypt,EGY,1970,5.5585904
Egypt,EGY,1971,4.4373364
Egypt,EGY,1972,3.5388696
Egypt,EGY,1973,3.2612178
Egypt,EGY,1974,5.010061
Egypt,EGY,1975,5.397505
Egypt,EGY,1976,4.414929
Egypt,EGY,1977,4.6403623
Egypt,EGY,1978,4.208416
Egypt,EGY,1979,4.273467
Egypt,EGY,1980,3.0246696
Egypt,EGY,1981,3.422431
Egypt,EGY,1982,3.1698227
Egypt,EGY,1983,2.7811224
Egypt,EGY,1984,2.5863
Egypt,EGY,1985,2.6333144
Egypt,EGY,1986,2.5889049
Egypt,EGY,1987,2.5827272
Egypt,EGY,1988,2.782351
Egypt,EGY,1989,2.7013395
Egypt,EGY,1990,2.2560403
Egypt,EGY,1991,2.2921038
Egypt,EGY,1992,2.3707397
Egypt,EGY,1993,2.8536406
Egypt,EGY,1994,2.9202216
Egypt,EGY,1995,1.8441875
Egypt,EGY,1996,2.4057887
Egypt,EGY,1997,1.9547077
Egypt,EGY,1998,1.8468884
Egypt,EGY,1999,1.5644335
Egypt,EGY,2000,1.7784772
Egypt,EGY,2001,1.499151
Egypt,EGY,2002,1.5636576
Egypt,EGY,2003,1.5316062
Egypt,EGY,2004,1.4826568
Egypt,EGY,2005,1.4146144
Egypt,EGY,2006,1.3438741
Egypt,EGY,2007,1.1469979
Egypt,EGY,2008,0.9735351
Egypt,EGY,2009,0.8353283
Egypt,EGY,2010,0.6028785
Egypt,EGY,2011,0.54647464
Egypt,EGY,2012,0.46572447
Egypt,EGY,2013,0.46347895
Egypt,EGY,2014,0.4732852
Egypt,EGY,2015,0.95904386
Egypt,EGY,2016,1.3816476
Egypt,EGY,2017,1.3089167
Egypt,EGY,2018,2.379125
Egypt,EGY,2019,2.1896687
Egypt,EGY,2020,0.8877774
Egypt,EGY,2021,1.3401119
Egypt,EGY,2022,1.2904878
Estonia,EST,1985,57.001953
Estonia,EST,1986,57.974094
Estonia,EST,1987,57.602837
Estonia,EST,1988,55.897842
Estonia,EST,1989,56.1522
Estonia,EST,1990,56.44882
Estonia,EST,1991,56.57196
Estonia,EST,1992,65.696045
Estonia,EST,1993,63.18086
Estonia,EST,1994,63.734837
Estonia,EST,1995,65.16121
Estonia,EST,1996,64.28818
Estonia,EST,1997,64.50494
Estonia,EST,1998,60.932003
Estonia,EST,1999,59.86818
Estonia,EST,2000,61.759186
Estonia,EST,2001,58.90342
Estonia,EST,2002,57.820415
Estonia,EST,2003,61.400257
Estonia,EST,2004,60.00539
Estonia,EST,2005,59.08618
Estonia,EST,2006,57.14053
Estonia,EST,2007,61.40354
Estonia,EST,2008,59.660538
Estonia,EST,2009,59.55053
Estonia,EST,2010,64.0139
Estonia,EST,2011,64.95485
Estonia,EST,2012,59.258068
Estonia,EST,2013,62.51506
Estonia,EST,2014,63.86428
Estonia,EST,2015,61.152214
Estonia,EST,2016,62.27042
Estonia,EST,2017,64.09099
Estonia,EST,2018,63.102524
Estonia,EST,2019,57.05113
Estonia,EST,2020,49.51566
Estonia,EST,2021,51.533924
Estonia,EST,2022,55.177204
Europe,,1965,49.440456
Europe,,1966,46.833057
Europe,,1967,44.53192
Europe,,1968,42.434586
Europe,,1969,40.492
Europe,,1970,37.656464
Europe,,1971,35.727436
Europe,,1972,33.746845
Europe,,1973,32.44034
Europe,,1974,31.95849
Europe,,1975,31.533524
Europe,,1976,30.843365
Europe,,1977,30.200306
Europe,,1978,29.26871
Europe,,1979,29.099316
Europe,,1980,29.240986
Europe,,1981,29.060638
Europe,,1982,29.354715
Europe,,1983,29.18921
Europe,,1984,28.140026
Europe,,1985,28.228638
Europe,,1986,27.708584
Europe,,1987,27.343845
Europe,,1988,26.526217
Europe,,1989,26.045546
Europe,,1990,24.539526
Europe,,1991,23.20307
Europe,,1992,22.621313
Europe,,1993,21.727499
Europe,,1994,20.933897
Europe,,1995,20.593143
Europe,,1996,19.82084
Europe,,1997,19.272375
Europe,,1998,18.438475
Europe,,1999,17.69576
Europe,,2000,17.957527
Europe,,2001,17.608196
Europe,,2002,17.698692
Europe,,2003,17.935493
Europe,,2004,17.276775
Europe,,2005,16.696585
Europe,,2006,17.05327
Europe,,2007,17.165726
Europe,,2008,16.59749
Europe,,2009,15.6868305
Europe,,2010,15.599855
Europe,,2011,16.398312
Europe,,2012,16.834883
Europe,,2013,16.453112
Europe,,2014,15.769103
Europe,,2015,15.460064
Europe,,2016,14.5537615
Europe,,2017,13.795
Europe,,2018,13.414125
Europe,,2019,11.78479
Europe,,2020,10.870687
Europe,,2021,11.156569
Europe,,2022,11.247914
Europe (EI),,1965,49.10227
Europe (EI),,1966,45.724945
Europe (EI),,1967,42.980793
Europe (EI),,1968,40.91422
Europe (EI),,1969,38.652473
Europe (EI),,1970,35.69686
Europe (EI),,1971,33.272087
Europe (EI),,1972,30.675558
Europe (EI),,1973,29.47081
Europe (EI),,1974,29.601357
Europe (EI),,1975,29.195972
Europe (EI),,1976,28.939528
Europe (EI),,1977,28.374138
Europe (EI),,1978,27.834764
Europe (EI),,1979,28.001287
Europe (EI),,1980,29.253016
Europe (EI),,1981,29.508427
Europe (EI),,1982,30.23902
Europe (EI),,1983,30.373722
Europe (EI),,1984,29.549164
Europe (EI),,1985,30.38274
Europe (EI),,1986,29.631481
Europe (EI),,1987,29.26971
Europe (EI),,1988,28.358524
Europe (EI),,1989,28.117933
Europe (EI),,1990,26.489422
Europe (EI),,1991,25.269753
Europe (EI),,1992,24.584692
Europe (EI),,1993,23.367517
Europe (EI),,1994,22.49316
Europe (EI),,1995,21.796408
Europe (EI),,1996,20.676006
Europe (EI),,1997,20.168068
Europe (EI),,1998,19.44807
Europe (EI),,1999,18.48075
Europe (EI),,2000,18.797611
Europe (EI),,2001,18.425026
Europe (EI),,2002,18.495806
Europe (EI),,2003,18.895123
Europe (EI),,2004,18.325315
Europe (EI),,2005,17.80577
Europe (EI),,2006,18.480566
Europe (EI),,2007,18.90072
Europe (EI),,2008,17.905516
Europe (EI),,2009,17.011805
Europe (EI),,2010,17.108479
Europe (EI),,2011,18.229946
Europe (EI),,2012,18.702427
Europe (EI),,2013,18.289257
Europe (EI),,2014,17.838737
Europe (EI),,2015,16.928314
Europe (EI),,2016,16.124504
Europe (EI),,2017,15.415694
Europe (EI),,2018,15.039301
Europe (EI),,2019,13.009256
Europe (EI),,2020,12.058117
Europe (EI),,2021,12.522018
Europe (EI),,2022,12.618242
European Union (27),,1965,48.400536
European Union (27),,1966,44.94341
European Union (27),,1967,42.597755
European Union (27),,1968,40.49837
European Union (27),,1969,38.290882
European Union (27),,1970,35.37526
European Union (27),,1971,33.305653
European Union (27),,1972,31.113234
European Union (27),,1973,29.469755
European Union (27),,1974,30.141932
European Union (27),,1975,29.323322
European Union (27),,1976,29.050892
European Union (27),,1977,28.50868
European Union (27),,1978,28.064835
European Union (27),,1979,28.051477
European Union (27),,1980,29.591715
European Union (27),,1981,29.70332
European Union (27),,1982,30.894846
European Union (27),,1983,31.020603
European Union (27),,1984,31.234285
European Union (27),,1985,30.542738
European Union (27),,1986,29.347982
European Union (27),,1987,29.020405
European Union (27),,1988,28.404232
European Union (27),,1989,28.400967
European Union (27),,1990,25.991413
European Union (27),,1991,24.609425
European Union (27),,1992,23.329596
European Union (27),,1993,22.47805
European Union (27),,1994,22.044006
European Union (27),,1995,21.235449
European Union (27),,1996,20.650904
European Union (27),,1997,20.11121
European Union (27),,1998,19.002934
European Union (27),,1999,18.18949
European Union (27),,2000,18.300392
European Union (27),,2001,17.895594
European Union (27),,2002,18.11709
European Union (27),,2003,18.374998
European Union (27),,2004,17.800863
European Union (27),,2005,17.213472
European Union (27),,2006,17.542358
European Union (27),,2007,17.936031
European Union (27),,2008,16.682343
European Union (27),,2009,15.7280445
European Union (27),,2010,15.863529
European Union (27),,2011,16.815884
European Union (27),,2012,16.915224
European Union (27),,2013,16.728535
European Union (27),,2014,16.498095
European Union (27),,2015,16.259214
European Union (27),,2016,15.44115
European Union (27),,2017,15.034619
European Union (27),,2018,14.414302
European Union (27),,2019,11.79874
European Union (27),,2020,10.5103655
European Union (27),,2021,11.352131
European Union (27),,2022,11.994865
Finland,FIN,1974,14.227841
Finland,FIN,1975,12.68868
Finland,FIN,1976,16.122131
Finland,FIN,1977,15.371195
Finland,FIN,1978,19.963373
Finland,FIN,1979,17.797146
Finland,FIN,1980,20.28546
Finland,FIN,1981,12.346714
Finland,FIN,1982,13.867864
Finland,FIN,1983,15.208849
Finland,FIN,1984,16.810884
Finland,FIN,1985,20.307133
Finland,FIN,1986,18.356537
Finland,FIN,1987,19.529076
Finland,FIN,1988,19.681871
Finland,FIN,1989,19.171204
Finland,FIN,1990,18.959846
Finland,FIN,1991,18.506487
Finland,FIN,1992,16.89955
Finland,FIN,1993,19.153929
Finland,FIN,1994,22.218912
Finland,FIN,1995,20.618979
Finland,FIN,1996,23.525738
Finland,FIN,1997,21.972837
Finland,FIN,1998,17.444029
Finland,FIN,1999,17.238049
Finland,FIN,2000,16.242168
Finland,FIN,2001,19.212427
Finland,FIN,2002,20.769451
Finland,FIN,2003,24.205061
Finland,FIN,2004,21.838165
Finland,FIN,2005,15.429801
Finland,FIN,2006,22.464443
Finland,FIN,2007,21.285889
Finland,FIN,2008,16.837004
Finland,FIN,2009,18.309984
Finland,FIN,2010,21.256933
Finland,FIN,2011,18.323322
Finland,FIN,2012,15.42086
Finland,FIN,2013,16.981071
Finland,FIN,2014,15.773532
Finland,FIN,2015,13.501337
Finland,FIN,2016,15.242039
Finland,FIN,2017,14.255282
Finland,FIN,2018,14.642117
Finland,FIN,2019,12.55326
Finland,FIN,2020,10.053249
Finland,FIN,2021,10.6234665
Finland,FIN,2022,10.38481
France,FRA,1965,36.737545
France,FRA,1966,33.23705
France,FRA,1967,30.833122
France,FRA,1968,28.087925
France,FRA,1969,25.513777
France,FRA,1970,22.358437
France,FRA,1971,19.705393
France,FRA,1972,16.397093
France,FRA,1973,14.937955
France,FRA,1974,15.395723
France,FRA,1975,14.327368
France,FRA,1976,15.825066
France,FRA,1977,15.041383
France,FRA,1978,15.02119
France,FRA,1979,15.845689
France,FRA,1980,15.705794
France,FRA,1981,14.455716
France,FRA,1982,15.3479185
France,FRA,1983,13.552091
France,FRA,1984,12.536904
France,FRA,1985,11.786888
France,FRA,1986,9.506276
France,FRA,1987,8.495742
France,FRA,1988,8.187305
France,FRA,1989,8.801738
France,FRA,1990,8.309478
